"Datetime";"Power"
"20231114:17";"885"
"20231114:18";"473"
"20231114:19";"212"
"20231114:20";"148"
"20231114:21";"744"
"20231114:22";"262"
"20231114:23";"212"
"20231115:00";"970"
"20231115:01";"774"
"20231115:02";"475"
"20231115:03";"901"
"20231115:04";"557"
"20231115:05";"861"
"20231115:06";"131"
"20231115:07";"453"
"20231115:08";"956"
"20231115:09";"678"
"20231115:10";"213"
"20231115:11";"980"
"20231115:12";"904"
"20231115:13";"322"
"20231115:14";"960"
"20231115:15";"702"
"20231115:16";"351"
"20231115:17";"580"
"20231115:18";"822"
"20231115:19";"114"
"20231115:20";"654"
"20231115:21";"575"
"20231115:22";"262"
"20231115:23";"59"
"20231116:00";"288"
"20231116:01";"850"
"20231116:02";"815"
"20231116:03";"605"
"20231116:04";"513"
"20231116:05";"717"
"20231116:06";"913"
"20231116:07";"642"
"20231116:08";"227"
"20231116:09";"52"
"20231116:10";"567"
"20231116:11";"241"
"20231116:12";"377"
"20231116:13";"148"
"20231116:14";"817"
"20231116:15";"848"
"20231116:16";"789"
"20231116:17";"544"
"20231116:18";"96"
"20231116:19";"130"
"20231116:20";"168"
"20231116:21";"700"
"20231116:22";"786"
"20231116:23";"64"
"20231117:00";"687"
"20231117:01";"632"
"20231117:02";"699"
"20231117:03";"296"
"20231117:04";"678"
"20231117:05";"154"
"20231117:06";"733"
"20231117:07";"106"
"20231117:08";"519"
"20231117:09";"517"
"20231117:10";"864"
"20231117:11";"612"
"20231117:12";"933"
"20231117:13";"784"
"20231117:14";"649"
"20231117:15";"94"
"20231117:16";"706"
"20231117:17";"728"
"20231117:18";"751"
"20231117:19";"11"
"20231117:20";"235"
"20231117:21";"398"
"20231117:22";"702"
"20231117:23";"904"
"20231118:00";"40"
"20231118:01";"881"
"20231118:02";"393"
"20231118:03";"938"
"20231118:04";"996"
"20231118:05";"441"
"20231118:06";"540"
"20231118:07";"162"
"20231118:08";"956"
"20231118:09";"250"
"20231118:10";"941"
"20231118:11";"201"
"20231118:12";"109"
"20231118:13";"860"
"20231118:14";"980"
"20231118:15";"929"
"20231118:16";"363"
"20231118:17";"963"
"20231118:18";"401"
"20231118:19";"340"
"20231118:20";"908"
"20231118:21";"792"
"20231118:22";"723"
"20231118:23";"438"
"20231119:00";"34"
"20231119:01";"674"
"20231119:02";"7"
"20231119:03";"887"
"20231119:04";"576"
"20231119:05";"855"
"20231119:06";"223"
"20231119:07";"162"
"20231119:08";"88"
"20231119:09";"12"
"20231119:10";"373"
"20231119:11";"847"
"20231119:12";"912"
"20231119:13";"160"
"20231119:14";"546"
"20231119:15";"78"
"20231119:16";"460"
"20231119:17";"472"
"20231119:18";"465"
"20231119:19";"275"
"20231119:20";"403"
"20231119:21";"831"
"20231119:22";"162"
"20231119:23";"265"
"20231120:00";"219"
"20231120:01";"397"
"20231120:02";"542"
"20231120:03";"472"
"20231120:04";"864"
"20231120:05";"55"
"20231120:06";"441"
"20231120:07";"786"
"20231120:08";"880"
"20231120:09";"128"
"20231120:10";"958"
"20231120:11";"422"
"20231120:12";"975"
"20231120:13";"968"
"20231120:14";"378"
"20231120:15";"342"
"20231120:16";"608"
"20231120:17";"280"
"20231120:18";"920"
"20231120:19";"971"
"20231120:20";"302"
"20231120:21";"696"
"20231120:22";"287"
"20231120:23";"734"
"20231121:00";"810"
"20231121:01";"70"
"20231121:02";"821"
"20231121:03";"752"
"20231121:04";"438"
"20231121:05";"389"
"20231121:06";"912"
"20231121:07";"81"
"20231121:08";"376"
"20231121:09";"202"
"20231121:10";"0"
"20231121:11";"188"
"20231121:12";"818"
"20231121:13";"130"
"20231121:14";"468"
"20231121:15";"678"
"20231121:16";"524"
"20231121:17";"148"
"20231121:18";"431"
"20231121:19";"219"
"20231121:20";"517"
"20231121:21";"876"
"20231121:22";"574"
"20231121:23";"474"
"20231122:00";"338"
"20231122:01";"483"
"20231122:02";"522"
"20231122:03";"144"
"20231122:04";"350"
"20231122:05";"755"
"20231122:06";"557"
"20231122:07";"469"
"20231122:08";"478"
"20231122:09";"211"
"20231122:10";"629"
"20231122:11";"710"
"20231122:12";"199"
"20231122:13";"578"
"20231122:14";"893"
"20231122:15";"523"
"20231122:16";"948"
"20231122:17";"722"
"20231122:18";"417"
"20231122:19";"265"
"20231122:20";"744"
"20231122:21";"36"
"20231122:22";"995"
"20231122:23";"144"
"20231123:00";"587"
"20231123:01";"321"
"20231123:02";"615"
"20231123:03";"158"
"20231123:04";"285"
"20231123:05";"228"
"20231123:06";"223"
"20231123:07";"366"
"20231123:08";"305"
"20231123:09";"804"
"20231123:10";"679"
"20231123:11";"41"
"20231123:12";"336"
"20231123:13";"226"
"20231123:14";"697"
"20231123:15";"353"
"20231123:16";"488"
"20231123:17";"891"
"20231123:18";"249"
"20231123:19";"827"
"20231123:20";"547"
"20231123:21";"443"
"20231123:22";"288"
"20231123:23";"39"
"20231124:00";"71"
"20231124:01";"57"
"20231124:02";"296"
"20231124:03";"320"
"20231124:04";"647"
"20231124:05";"289"
"20231124:06";"923"
"20231124:07";"535"
"20231124:08";"97"
"20231124:09";"115"
"20231124:10";"825"
"20231124:11";"92"
"20231124:12";"858"
"20231124:13";"849"
"20231124:14";"32"
"20231124:15";"847"
"20231124:16";"635"
"20231124:17";"688"
"20231124:18";"860"
"20231124:19";"253"
"20231124:20";"51"
"20231124:21";"949"
"20231124:22";"535"
"20231124:23";"280"
"20231125:00";"141"
"20231125:01";"163"
"20231125:02";"451"
"20231125:03";"738"
"20231125:04";"591"
"20231125:05";"847"
"20231125:06";"688"
"20231125:07";"259"
"20231125:08";"374"
"20231125:09";"147"
"20231125:10";"346"
"20231125:11";"811"
"20231125:12";"320"
"20231125:13";"630"
"20231125:14";"150"
"20231125:15";"999"
"20231125:16";"149"
"20231125:17";"8"
"20231125:18";"500"
"20231125:19";"520"
"20231125:20";"87"
"20231125:21";"788"
"20231125:22";"599"
"20231125:23";"860"
"20231126:00";"690"
"20231126:01";"736"
"20231126:02";"2"
"20231126:03";"38"
"20231126:04";"720"
"20231126:05";"229"
"20231126:06";"988"
"20231126:07";"252"
"20231126:08";"45"
"20231126:09";"852"
"20231126:10";"509"
"20231126:11";"981"
"20231126:12";"217"
"20231126:13";"465"
"20231126:14";"58"
"20231126:15";"723"
"20231126:16";"464"
"20231126:17";"926"
"20231126:18";"923"
"20231126:19";"691"
"20231126:20";"702"
"20231126:21";"609"
"20231126:22";"476"
"20231126:23";"557"
"20231127:00";"385"
"20231127:01";"375"
"20231127:02";"576"
"20231127:03";"498"
"20231127:04";"344"
"20231127:05";"215"
"20231127:06";"805"
"20231127:07";"835"
"20231127:08";"966"
"20231127:09";"598"
"20231127:10";"989"
"20231127:11";"933"
"20231127:12";"715"
"20231127:13";"120"
"20231127:14";"328"
"20231127:15";"373"
"20231127:16";"516"
"20231127:17";"611"
"20231127:18";"44"
"20231127:19";"263"
"20231127:20";"45"
"20231127:21";"300"
"20231127:22";"838"
"20231127:23";"206"
"20231128:00";"653"
"20231128:01";"640"
"20231128:02";"22"
"20231128:03";"242"
"20231128:04";"720"
"20231128:05";"962"
"20231128:06";"141"
"20231128:07";"171"
"20231128:08";"749"
"20231128:09";"910"
"20231128:10";"134"
"20231128:11";"399"
"20231128:12";"668"
"20231128:13";"917"
"20231128:14";"330"
"20231128:15";"163"
"20231128:16";"626"
"20231128:17";"831"
"20231128:18";"455"
"20231128:19";"998"
"20231128:20";"446"
"20231128:21";"811"
"20231128:22";"150"
"20231128:23";"488"
"20231129:00";"114"
"20231129:01";"586"
"20231129:02";"992"
"20231129:03";"737"
"20231129:04";"369"
"20231129:05";"70"
"20231129:06";"923"
"20231129:07";"267"
"20231129:08";"129"
"20231129:09";"950"
"20231129:10";"415"
"20231129:11";"639"
"20231129:12";"21"
"20231129:13";"860"
"20231129:14";"363"
"20231129:15";"673"
"20231129:16";"582"
"20231129:17";"637"
"20231129:18";"779"
"20231129:19";"914"
"20231129:20";"84"
"20231129:21";"618"
"20231129:22";"219"
"20231129:23";"993"
"20231130:00";"675"
"20231130:01";"43"
"20231130:02";"120"
"20231130:03";"396"
"20231130:04";"568"
"20231130:05";"794"
"20231130:06";"931"
"20231130:07";"400"
"20231130:08";"781"
"20231130:09";"911"
"20231130:10";"75"
"20231130:11";"542"
"20231130:12";"923"
"20231130:13";"784"
"20231130:14";"731"
"20231130:15";"969"
"20231130:16";"528"
"20231130:17";"414"
"20231130:18";"838"
"20231130:19";"947"
"20231130:20";"690"
"20231130:21";"543"
"20231130:22";"33"
"20231130:23";"595"
"20231201:00";"776"
"20231201:01";"16"
"20231201:02";"355"
"20231201:03";"639"
"20231201:04";"824"
"20231201:05";"945"
"20231201:06";"68"
"20231201:07";"167"
"20231201:08";"672"
"20231201:09";"290"
"20231201:10";"903"
"20231201:11";"830"
"20231201:12";"746"
"20231201:13";"558"
"20231201:14";"873"
"20231201:15";"195"
"20231201:16";"124"
"20231201:17";"189"
"20231201:18";"315"
"20231201:19";"102"
"20231201:20";"218"
"20231201:21";"404"
"20231201:22";"818"
"20231201:23";"803"
"20231202:00";"378"
"20231202:01";"233"
"20231202:02";"963"
"20231202:03";"605"
"20231202:04";"112"
"20231202:05";"264"
"20231202:06";"342"
"20231202:07";"820"
"20231202:08";"608"
"20231202:09";"295"
"20231202:10";"519"
"20231202:11";"730"
"20231202:12";"524"
"20231202:13";"99"
"20231202:14";"760"
"20231202:15";"279"
"20231202:16";"792"
"20231202:17";"915"
"20231202:18";"432"
"20231202:19";"910"
"20231202:20";"190"
"20231202:21";"195"
"20231202:22";"652"
"20231202:23";"670"
"20231203:00";"510"
"20231203:01";"32"
"20231203:02";"673"
"20231203:03";"415"
"20231203:04";"683"
"20231203:05";"906"
"20231203:06";"345"
"20231203:07";"662"
"20231203:08";"746"
"20231203:09";"487"
"20231203:10";"362"
"20231203:11";"590"
"20231203:12";"649"
"20231203:13";"942"
"20231203:14";"528"
"20231203:15";"575"
"20231203:16";"494"
"20231203:17";"342"
"20231203:18";"757"
"20231203:19";"824"
"20231203:20";"151"
"20231203:21";"297"
"20231203:22";"303"
"20231203:23";"667"
"20231204:00";"321"
"20231204:01";"835"
"20231204:02";"686"
"20231204:03";"676"
"20231204:04";"288"
"20231204:05";"357"
"20231204:06";"707"
"20231204:07";"520"
"20231204:08";"433"
"20231204:09";"919"
"20231204:10";"8"
"20231204:11";"400"
"20231204:12";"206"
"20231204:13";"983"
"20231204:14";"200"
"20231204:15";"535"
"20231204:16";"465"
"20231204:17";"839"
"20231204:18";"57"
"20231204:19";"941"
"20231204:20";"590"
"20231204:21";"92"
"20231204:22";"591"
"20231204:23";"383"
"20231205:00";"448"
"20231205:01";"932"
"20231205:02";"399"
"20231205:03";"374"
"20231205:04";"995"
"20231205:05";"441"
"20231205:06";"968"
"20231205:07";"761"
"20231205:08";"810"
"20231205:09";"49"
"20231205:10";"664"
"20231205:11";"454"
"20231205:12";"216"
"20231205:13";"218"
"20231205:14";"161"
"20231205:15";"829"
"20231205:16";"783"
"20231205:17";"969"
"20231205:18";"370"
"20231205:19";"876"
"20231205:20";"397"
"20231205:21";"897"
"20231205:22";"807"
"20231205:23";"691"
"20231206:00";"702"
"20231206:01";"432"
"20231206:02";"459"
"20231206:03";"706"
"20231206:04";"582"
"20231206:05";"474"
"20231206:06";"1"
"20231206:07";"531"
"20231206:08";"163"
"20231206:09";"497"
"20231206:10";"907"
"20231206:11";"765"
"20231206:12";"23"
"20231206:13";"127"
"20231206:14";"227"
"20231206:15";"410"
"20231206:16";"366"
"20231206:17";"209"
"20231206:18";"501"
"20231206:19";"150"
"20231206:20";"767"
"20231206:21";"92"
"20231206:22";"944"
"20231206:23";"292"
"20231207:00";"97"
"20231207:01";"551"
"20231207:02";"271"
"20231207:03";"316"
"20231207:04";"160"
"20231207:05";"712"
"20231207:06";"374"
"20231207:07";"646"
"20231207:08";"397"
"20231207:09";"870"
"20231207:10";"230"
"20231207:11";"674"
"20231207:12";"668"
"20231207:13";"330"
"20231207:14";"179"
"20231207:15";"424"
"20231207:16";"704"
"20231207:17";"299"
"20231207:18";"818"
"20231207:19";"964"
"20231207:20";"136"
"20231207:21";"196"
"20231207:22";"128"
"20231207:23";"896"
"20231208:00";"242"
"20231208:01";"87"
"20231208:02";"32"
"20231208:03";"820"
"20231208:04";"52"
"20231208:05";"575"
"20231208:06";"252"
"20231208:07";"307"
"20231208:08";"904"
"20231208:09";"20"
"20231208:10";"939"
"20231208:11";"196"
"20231208:12";"168"
"20231208:13";"150"
"20231208:14";"847"
"20231208:15";"860"
"20231208:16";"786"
"20231208:17";"567"
"20231208:18";"989"
"20231208:19";"504"
"20231208:20";"608"
"20231208:21";"559"
"20231208:22";"529"
"20231208:23";"74"
"20231209:00";"743"
"20231209:01";"895"
"20231209:02";"53"
"20231209:03";"667"
"20231209:04";"165"
"20231209:05";"153"
"20231209:06";"142"
"20231209:07";"738"
"20231209:08";"516"
"20231209:09";"715"
"20231209:10";"514"
"20231209:11";"842"
"20231209:12";"134"
"20231209:13";"317"
"20231209:14";"604"
"20231209:15";"828"
"20231209:16";"470"
"20231209:17";"12"
"20231209:18";"64"
"20231209:19";"225"
"20231209:20";"255"
"20231209:21";"542"
"20231209:22";"473"
"20231209:23";"829"
"20231210:00";"19"
"20231210:01";"610"
"20231210:02";"225"
"20231210:03";"219"
"20231210:04";"549"
"20231210:05";"998"
"20231210:06";"673"
"20231210:07";"105"
"20231210:08";"683"
"20231210:09";"458"
"20231210:10";"119"
"20231210:11";"537"
"20231210:12";"217"
"20231210:13";"41"
"20231210:14";"643"
"20231210:15";"58"
"20231210:16";"70"
"20231210:17";"935"
"20231210:18";"471"
"20231210:19";"311"
"20231210:20";"564"
"20231210:21";"364"
"20231210:22";"543"
"20231210:23";"347"
"20231211:00";"437"
"20231211:01";"821"
"20231211:02";"169"
"20231211:03";"111"
"20231211:04";"634"
"20231211:05";"75"
"20231211:06";"781"
"20231211:07";"391"
"20231211:08";"961"
"20231211:09";"501"
"20231211:10";"214"
"20231211:11";"123"
"20231211:12";"101"
"20231211:13";"510"
"20231211:14";"856"
"20231211:15";"330"
"20231211:16";"169"
"20231211:17";"54"
"20231211:18";"852"
"20231211:19";"563"
"20231211:20";"63"
"20231211:21";"635"
"20231211:22";"349"
"20231211:23";"293"
"20231212:00";"426"
"20231212:01";"297"
"20231212:02";"782"
"20231212:03";"205"
"20231212:04";"656"
"20231212:05";"152"
"20231212:06";"675"
"20231212:07";"475"
"20231212:08";"728"
"20231212:09";"501"
"20231212:10";"188"
"20231212:11";"892"
"20231212:12";"714"
"20231212:13";"386"
"20231212:14";"602"
"20231212:15";"199"
"20231212:16";"532"
"20231212:17";"103"
"20231212:18";"900"
"20231212:19";"928"
"20231212:20";"156"
"20231212:21";"168"
"20231212:22";"867"
"20231212:23";"677"
"20231213:00";"425"
"20231213:01";"171"
"20231213:02";"815"
"20231213:03";"392"
"20231213:04";"943"
"20231213:05";"816"
"20231213:06";"999"
"20231213:07";"60"
"20231213:08";"254"
"20231213:09";"428"
"20231213:10";"28"
"20231213:11";"738"
"20231213:12";"791"
"20231213:13";"533"
"20231213:14";"893"
"20231213:15";"875"
"20231213:16";"489"
"20231213:17";"9"
"20231213:18";"225"
"20231213:19";"863"
"20231213:20";"956"
"20231213:21";"953"
"20231213:22";"675"
"20231213:23";"629"
"20231214:00";"55"
"20231214:01";"609"
"20231214:02";"516"
"20231214:03";"62"
"20231214:04";"562"
"20231214:05";"970"
"20231214:06";"976"
"20231214:07";"69"
"20231214:08";"147"
"20231214:09";"400"
"20231214:10";"984"
"20231214:11";"583"
"20231214:12";"441"
"20231214:13";"278"
"20231214:14";"804"
"20231214:15";"275"
"20231214:16";"982"
"20231214:17";"278"
"20231214:18";"416"
"20231214:19";"581"
"20231214:20";"673"
"20231214:21";"69"
"20231214:22";"304"
"20231214:23";"276"
"20231215:00";"885"
"20231215:01";"965"
"20231215:02";"751"
"20231215:03";"639"
"20231215:04";"702"
"20231215:05";"459"
"20231215:06";"243"
"20231215:07";"829"
"20231215:08";"431"
"20231215:09";"173"
"20231215:10";"557"
"20231215:11";"416"
"20231215:12";"267"
"20231215:13";"1"
"20231215:14";"860"
"20231215:15";"951"
"20231215:16";"16"
"20231215:17";"22"
"20231215:18";"56"
"20231215:19";"299"
"20231215:20";"602"
"20231215:21";"302"
"20231215:22";"454"
"20231215:23";"149"
"20231216:00";"171"
"20231216:01";"171"
"20231216:02";"781"
"20231216:03";"955"
"20231216:04";"314"
"20231216:05";"6"
"20231216:06";"446"
"20231216:07";"655"
"20231216:08";"957"
"20231216:09";"184"
"20231216:10";"755"
"20231216:11";"485"
"20231216:12";"775"
"20231216:13";"704"
"20231216:14";"237"
"20231216:15";"939"
"20231216:16";"170"
"20231216:17";"137"
"20231216:18";"120"
"20231216:19";"882"
"20231216:20";"858"
"20231216:21";"143"
"20231216:22";"107"
"20231216:23";"846"
"20231217:00";"414"
"20231217:01";"593"
"20231217:02";"924"
"20231217:03";"146"
"20231217:04";"237"
"20231217:05";"466"
"20231217:06";"824"
"20231217:07";"603"
"20231217:08";"877"
"20231217:09";"635"
"20231217:10";"15"
"20231217:11";"55"
"20231217:12";"663"
"20231217:13";"972"
"20231217:14";"575"
"20231217:15";"9"
"20231217:16";"169"
"20231217:17";"932"
"20231217:18";"11"
"20231217:19";"728"
"20231217:20";"747"
"20231217:21";"457"
"20231217:22";"332"
"20231217:23";"429"
"20231218:00";"157"
"20231218:01";"226"
"20231218:02";"157"
"20231218:03";"111"
"20231218:04";"323"
"20231218:05";"850"
"20231218:06";"198"
"20231218:07";"230"
"20231218:08";"452"
"20231218:09";"175"
"20231218:10";"320"
"20231218:11";"513"
"20231218:12";"995"
"20231218:13";"510"
"20231218:14";"72"
"20231218:15";"944"
"20231218:16";"921"
"20231218:17";"296"
"20231218:18";"580"
"20231218:19";"25"
"20231218:20";"368"
"20231218:21";"128"
"20231218:22";"82"
"20231218:23";"342"
"20231219:00";"215"
"20231219:01";"720"
"20231219:02";"509"
"20231219:03";"742"
"20231219:04";"12"
"20231219:05";"455"
"20231219:06";"340"
"20231219:07";"19"
"20231219:08";"32"
"20231219:09";"553"
"20231219:10";"111"
"20231219:11";"45"
"20231219:12";"150"
"20231219:13";"174"
"20231219:14";"770"
"20231219:15";"672"
"20231219:16";"309"
"20231219:17";"7"
"20231219:18";"589"
"20231219:19";"383"
"20231219:20";"405"
"20231219:21";"219"
"20231219:22";"321"
"20231219:23";"845"
"20231220:00";"669"
"20231220:01";"10"
"20231220:02";"491"
"20231220:03";"467"
"20231220:04";"140"
"20231220:05";"28"
"20231220:06";"663"
"20231220:07";"510"
"20231220:08";"191"
"20231220:09";"213"
"20231220:10";"445"
"20231220:11";"178"
"20231220:12";"257"
"20231220:13";"88"
"20231220:14";"867"
"20231220:15";"290"
"20231220:16";"352"
"20231220:17";"495"
"20231220:18";"444"
"20231220:19";"77"
"20231220:20";"941"
"20231220:21";"25"
"20231220:22";"467"
"20231220:23";"569"
"20231221:00";"97"
"20231221:01";"672"
"20231221:02";"684"
"20231221:03";"632"
"20231221:04";"432"
"20231221:05";"159"
"20231221:06";"626"
"20231221:07";"867"
"20231221:08";"404"
"20231221:09";"844"
"20231221:10";"670"
"20231221:11";"132"
"20231221:12";"420"
"20231221:13";"803"
"20231221:14";"950"
"20231221:15";"722"
"20231221:16";"26"
"20231221:17";"996"
"20231221:18";"181"
"20231221:19";"406"
"20231221:20";"639"
"20231221:21";"622"
"20231221:22";"845"
"20231221:23";"770"
"20231222:00";"868"
"20231222:01";"788"
"20231222:02";"883"
"20231222:03";"503"
"20231222:04";"197"
"20231222:05";"197"
"20231222:06";"395"
"20231222:07";"5"
"20231222:08";"968"
"20231222:09";"919"
"20231222:10";"66"
"20231222:11";"312"
"20231222:12";"311"
"20231222:13";"982"
"20231222:14";"705"
"20231222:15";"815"
"20231222:16";"960"
"20231222:17";"194"
"20231222:18";"625"
"20231222:19";"440"
"20231222:20";"706"
"20231222:21";"132"
"20231222:22";"164"
"20231222:23";"135"
"20231223:00";"306"
"20231223:01";"321"
"20231223:02";"189"
"20231223:03";"151"
"20231223:04";"539"
"20231223:05";"167"
"20231223:06";"675"
"20231223:07";"275"
"20231223:08";"771"
"20231223:09";"662"
"20231223:10";"316"
"20231223:11";"885"
"20231223:12";"584"
"20231223:13";"331"
"20231223:14";"695"
"20231223:15";"828"
"20231223:16";"815"
"20231223:17";"623"
"20231223:18";"895"
"20231223:19";"256"
"20231223:20";"342"
"20231223:21";"700"
"20231223:22";"790"
"20231223:23";"749"
"20231224:00";"737"
"20231224:01";"520"
"20231224:02";"55"
"20231224:03";"716"
"20231224:04";"253"
"20231224:05";"32"
"20231224:06";"841"
"20231224:07";"546"
"20231224:08";"28"
"20231224:09";"480"
"20231224:10";"931"
"20231224:11";"832"
"20231224:12";"855"
"20231224:13";"948"
"20231224:14";"48"
"20231224:15";"338"
"20231224:16";"832"
"20231224:17";"327"
"20231224:18";"299"
"20231224:19";"93"
"20231224:20";"568"
"20231224:21";"538"
"20231224:22";"86"
"20231224:23";"716"
"20231225:00";"943"
"20231225:01";"198"
"20231225:02";"362"
"20231225:03";"238"
"20231225:04";"527"
"20231225:05";"676"
"20231225:06";"477"
"20231225:07";"73"
"20231225:08";"993"
"20231225:09";"3"
"20231225:10";"646"
"20231225:11";"41"
"20231225:12";"666"
"20231225:13";"643"
"20231225:14";"929"
"20231225:15";"757"
"20231225:16";"7"
"20231225:17";"71"
"20231225:18";"66"
"20231225:19";"891"
"20231225:20";"203"
"20231225:21";"437"
"20231225:22";"284"
"20231225:23";"522"
"20231226:00";"12"
"20231226:01";"641"
"20231226:02";"451"
"20231226:03";"494"
"20231226:04";"871"
"20231226:05";"875"
"20231226:06";"791"
"20231226:07";"7"
"20231226:08";"387"
"20231226:09";"754"
"20231226:10";"685"
"20231226:11";"245"
"20231226:12";"633"
"20231226:13";"427"
"20231226:14";"263"
"20231226:15";"683"
"20231226:16";"893"
"20231226:17";"289"
"20231226:18";"959"
"20231226:19";"576"
"20231226:20";"812"
"20231226:21";"356"
"20231226:22";"967"
"20231226:23";"333"
"20231227:00";"977"
"20231227:01";"899"
"20231227:02";"134"
"20231227:03";"301"
"20231227:04";"962"
"20231227:05";"448"
"20231227:06";"591"
"20231227:07";"47"
"20231227:08";"104"
"20231227:09";"846"
"20231227:10";"389"
"20231227:11";"226"
"20231227:12";"300"
"20231227:13";"212"
"20231227:14";"776"
"20231227:15";"812"
"20231227:16";"193"
"20231227:17";"975"
"20231227:18";"176"
"20231227:19";"143"
"20231227:20";"935"
"20231227:21";"565"
"20231227:22";"573"
"20231227:23";"422"
"20231228:00";"46"
"20231228:01";"473"
"20231228:02";"970"
"20231228:03";"465"
"20231228:04";"201"
"20231228:05";"902"
"20231228:06";"873"
"20231228:07";"427"
"20231228:08";"347"
"20231228:09";"447"
"20231228:10";"39"
"20231228:11";"420"
"20231228:12";"629"
"20231228:13";"629"
"20231228:14";"626"
"20231228:15";"834"
"20231228:16";"282"
"20231228:17";"957"
"20231228:18";"254"
"20231228:19";"76"
"20231228:20";"665"
"20231228:21";"134"
"20231228:22";"854"
"20231228:23";"692"
"20231229:00";"523"
"20231229:01";"492"
"20231229:02";"852"
"20231229:03";"180"
"20231229:04";"263"
"20231229:05";"949"
"20231229:06";"493"
"20231229:07";"791"
"20231229:08";"417"
"20231229:09";"512"
"20231229:10";"789"
"20231229:11";"751"
"20231229:12";"543"
"20231229:13";"48"
"20231229:14";"700"
"20231229:15";"678"
"20231229:16";"961"
"20231229:17";"699"
"20231229:18";"706"
"20231229:19";"741"
"20231229:20";"766"
"20231229:21";"951"
"20231229:22";"339"
"20231229:23";"424"
"20231230:00";"730"
"20231230:01";"455"
"20231230:02";"244"
"20231230:03";"504"
"20231230:04";"948"
"20231230:05";"231"
"20231230:06";"313"
"20231230:07";"113"
"20231230:08";"1"
"20231230:09";"337"
"20231230:10";"544"
"20231230:11";"823"
"20231230:12";"210"
"20231230:13";"836"
"20231230:14";"389"
"20231230:15";"667"
"20231230:16";"818"
"20231230:17";"598"
"20231230:18";"815"
"20231230:19";"613"
"20231230:20";"947"
"20231230:21";"279"
"20231230:22";"500"
"20231230:23";"783"
"20231231:00";"447"
"20231231:01";"687"
"20231231:02";"740"
"20231231:03";"962"
"20231231:04";"950"
"20231231:05";"349"
"20231231:06";"871"
"20231231:07";"277"
"20231231:08";"953"
"20231231:09";"94"
"20231231:10";"911"
"20231231:11";"661"
"20231231:12";"451"
"20231231:13";"990"
"20231231:14";"524"
"20231231:15";"11"
"20231231:16";"579"
"20231231:17";"176"
"20231231:18";"296"
"20231231:19";"277"
"20231231:20";"88"
"20231231:21";"530"
"20231231:22";"819"
"20231231:23";"831"
